"Year","Variable","Grado urbanización","Municipio","GeoCode","Value"
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Huélago","18096",16.11
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Huéneja","18097",38.26
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Huéscar","18098",42.78
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Huétor de Santillán","18099",56.3
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Huétor Tájar","18100",67.58
2019,"Porcentaje de viviendas construidas después de 1980","Ciudades","Huétor Vega","18101",79.82
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Íllora","18102",42.21
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Ítrabo","18103",56.3
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Iznalloz","18105",53.65
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Játar","18106",48.88
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Jayena","18107",45.22
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Jérez del Marquesado","18108",46.43
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Jete","18109",59.2
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Jun","18111",83.43
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Juviles","18112",36.36
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Calahorra, La","18114",36.82
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Láchar","18115",74.76
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Lanjarón","18116",47.76
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Lanteira","18117",40.9
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Lecrín","18119",40.83
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Lentegí","18120",58.08
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Lobras","18121",27
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Loja","18122",60.09
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Lugros","18123",37.67
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Lújar","18124",56.32
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Malahá, La","18126",63.28
2019,"Porcentaje de viviendas construidas después de 1980","Ciudades","Maracena","18127",75.69
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Marchal","18128",38.72
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Moclín","18132",42.7
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Molvízar","18133",56.51
2019,"Porcentaje de viviendas construidas después de 1980","Ciudades","Monachil","18134",73.68
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Montefrío","18135",35.67
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Montejícar","18136",35.57
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Montillana","18137",43.43
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Moraleda de Zafayona","18138",69.04
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Motril","18140",60.05
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Murtas","18141",27.75
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Nigüelas","18143",46.52
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Nívar","18144",79.05
2019,"Porcentaje de viviendas construidas después de 1980","Ciudades","Ogíjares","18145",98.88
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Orce","18146",36.39
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Órgiva","18147",46.31
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Otívar","18148",39.7
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Villa de Otura","18149",86.59
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Padul","18150",71.75
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Pampaneira","18151",17.7
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Pedro Martínez","18152",19.45
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Peligros","18153",76.1
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Peza, La","18154",35.68
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Pinos Genil","18157",75.26
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Pinos Puente","18158",40.05
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Píñar","18159",39.31
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Polícar","18161",36.36
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Polopos","18162",66.89
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Pórtugos","18163",23.92
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Puebla de Don Fadrique","18164",43.76
2019,"Porcentaje de viviendas construidas después de 1980","Ciudades","Pulianas","18165",83.73
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Purullena","18167",53.46
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Quéntar","18168",37.16
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Rubite","18170",46.18
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Salar","18171",46.08
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Salobreña","18173",73.84
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Santa Cruz del Comercio","18174",40.49
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Santa Fe","18175",65.06
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Soportújar","18176",56.49
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Sorvilán","18177",37.19
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Torre-Cardela","18178",29.03
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Torvizcón","18179",23.11
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Trevélez","18180",31.69
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Turón","18181",23.02
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Ugíjar","18182",42.27
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Válor","18183",36.48
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Vélez de Benaudalla","18184",64.16
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Ventas de Huelma","18185",44.86
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Villanueva de las Torres","18187",38.21
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Villanueva Mesía","18188",57.13
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Víznar","18189",57.12
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Zafarraya","18192",50
2019,"Porcentaje de viviendas construidas después de 1980","Ciudades","Zubia, La","18193",83.2
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Zújar","18194",52.87
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Taha, La","18901",24.33
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Valle, El","18902",31.96
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Nevada","18903",35.06
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Alpujarra de la Sierra","18904",39.33
2019,"Porcentaje de viviendas construidas después de 1980","Ciudades","Gabias, Las","18905",89.15
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Guájares, Los","18906",37.28
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Valle del Zalabí","18907",45.81
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Villamena","18908",48
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Morelábor","18909",29.21
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Pinar, El","18910",36.76
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Vegas del Genil","18911",95.52
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Cuevas del Campo","18912",44.02
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Zagra","18913",45.54
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Valderrubio","18914",49.77
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Domingo Pérez de Granada","18915",37.74
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Torrenueva Costa","18916",47.03
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Alájar","21001",23.52
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Aljaraque","21002",84.82
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almendro, El","21003",50.73
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almonaster la Real","21004",23.21
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Almonte","21005",68.82
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Alosno","21006",35.16
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Aracena","21007",57.79
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Aroche","21008",30.76
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Arroyomolinos de León","21009",20.98
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Ayamonte","21010",75.22
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Beas","21011",51.18
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Berrocal","21012",32.66
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Bollullos Par del Condado","21013",57.2
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Bonares","21014",52.92
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Cabezas Rubias","21015",29.04
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Cala","21016",33.44
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Calañas","21017",41.8
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Campillo, El","21018",28.84
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Campofrío","21019",41.29
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Cañaveral de León","21020",36.45
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Cartaya","21021",75.56
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Castaño del Robledo","21022",29.76
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Cerro de Andévalo, El","21023",33.78
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Corteconcepción","21024",33.2
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Cortegana","21025",37.7
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Cortelazor","21026",34.52
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Cumbres de Enmedio","21027",16.92
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Cumbres de San Bartolomé","21028",22.08
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Cumbres Mayores","21029",32.84
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Chucena","21030",43.63
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Encinasola","21031",12.16
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Escacena del Campo","21032",48.97
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Fuenteheridos","21033",43.57
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Galaroza","21034",33.25
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Gibraleón","21035",61.71
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Granada de Río-Tinto, La","21036",27.88
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Granado, El","21037",52.21
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Higuera de la Sierra","21038",45.16
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Hinojales","21039",19.5
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Hinojos","21040",62.72
2019,"Porcentaje de viviendas construidas después de 1980","Ciudades","Huelva","21041",50.5
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Isla Cristina","21042",78.98
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Jabugo","21043",34.79
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Lepe","21044",75.57
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Linares de la Sierra","21045",29.49
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Lucena del Puerto","21046",60.62
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Manzanilla","21047",45.77
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Marines, Los","21048",54.03
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Minas de Riotinto","21049",23.32
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Moguer","21050",66.72
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Nava, La","21051",19.38
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Nerva","21052",21.7
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Niebla","21053",51.99
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Palma del Condado, La","21054",47.98
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Palos de la Frontera","21055",63.13
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Paterna del Campo","21056",42.62
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Paymogo","21057",20.21
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Puebla de Guzmán","21058",38.73
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Puerto Moral","21059",41.07
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Punta Umbría","21060",66.59
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Rociana del Condado","21061",47.71
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Rosal de la Frontera","21062",36.89
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","San Bartolomé de la Torre","21063",62.1
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","San Juan del Puerto","21064",65.58
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Sanlúcar de Guadiana","21065",49.88
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","San Silvestre de Guzmán","21066",41.26
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Santa Ana la Real","21067",27.74
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Santa Bárbara de Casa","21068",37.11
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Santa Olalla del Cala","21069",36.98
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Trigueros","21070",54.83
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Valdelarco","21071",16.72
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Valverde del Camino","21072",49.74
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Villablanca","21073",68.6
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Villalba del Alcor","21074",41.1
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Villanueva de las Cruces","21075",31.18
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Villanueva de los Castillejos","21076",59.43
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Villarrasa","21077",44.82
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Zalamea la Real","21078",29.9
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Zufre","21079",25.91
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Zarza-Perrunal, La","21902",11.95
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Albanchez de Mágina","23001",27.39
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Alcalá la Real","23002",56.75
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Alcaudete","23003",42.3
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Aldeaquemada","23004",33.33
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Andújar","23005",49.68
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Arjona","23006",59
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Arjonilla","23007",51.73
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Arquillos","23008",44.48
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Baeza","23009",65.94
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Bailén","23010",52.52
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Baños de la Encina","23011",39.59
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Beas de Segura","23012",39.8
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Begíjar","23014",46.43
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Bélmez de la Moraleda","23015",37.93
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Benatae","23016",42.62
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Cabra del Santo Cristo","23017",37.08
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Cambil","23018",38.67
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Campillo de Arenas","23019",54.85
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Canena","23020",42.27
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Carboneros","23021",45.51
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Carolina, La","23024",48.44
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Castellar","23025",40.99
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Castillo de Locubín","23026",38.12
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Cazalilla","23027",43.48
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Cazorla","23028",45.35
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Chiclana de Segura","23029",24.64
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Chilluévar","23030",38.77
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Escañuela","23031",32.33
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Espeluy","23032",24.66
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Frailes","23033",40.31
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Fuensanta de Martos","23034",43.94
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Fuerte del Rey","23035",44.23
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Génave","23037",43.86
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Guardia de Jaén, La","23038",77.1
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Guarromán","23039",48.78
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Lahiguera","23040",36.87
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Higuera de Calatrava","23041",47.33
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Hinojares","23042",25.08
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Hornos","23043",30.61
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Huelma","23044",47.09
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Huesa","23045",49.07
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Ibros","23046",43.81
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Iruela, La","23047",66.99
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Iznatoraf","23048",38.24
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Jabalquinto","23049",33.45
2019,"Porcentaje de viviendas construidas después de 1980","Ciudades","Jaén","23050",52.18
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Jamilena","23051",58.96
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Jimena","23052",24.69
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Jódar","23053",39.62
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Larva","23054",27.81
2019,"Porcentaje de viviendas construidas después de 1980","Ciudades","Linares","23055",53.84
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Lopera","23056",45.99
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Lupión","23057",29.6
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Mancha Real","23058",61.35
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Marmolejo","23059",53.48
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Martos","23060",56.26
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Mengíbar","23061",64.38
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Montizón","23062",41.05
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Navas de San Juan","23063",38.89
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Noalejo","23064",49.22
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Orcera","23065",44.07
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Peal de Becerro","23066",48.54
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Pegalajar","23067",40.14
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Porcuna","23069",62.92
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Pozo Alcón","23070",46.79
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Puente de Génave","23071",52.14
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Puerta de Segura, La","23072",43.96
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Quesada","23073",42.89
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Rus","23074",51.54
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Sabiote","23075",43.85
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Santa Elena","23076",52.04
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Santiago de Calatrava","23077",34.4
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Santisteban del Puerto","23079",39.31
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Santo Tomé","23080",43.79
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Segura de la Sierra","23081",45.54
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Siles","23082",45.27
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Sorihuela del Guadalimar","23084",31.62
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Torreblascopedro","23085",45.43
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Torredelcampo","23086",64.48
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Torredonjimeno","23087",52.08
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Torreperogil","23088",59.72
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Torres","23090",34.61
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Torres de Albánchez","23091",44.43
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Úbeda","23092",54.27
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Valdepeñas de Jaén","23093",42.24
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Vilches","23094",39.56
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Villacarrillo","23095",47.21
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Villanueva de la Reina","23096",40.61
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Villanueva del Arzobispo","23097",39.29
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Villardompardo","23098",31.48
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Villares, Los","23099",67.45
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Villarrodrigo","23101",33.47
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Cárcheles","23901",37.98
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Bedmar y Garcíez","23902",27.92
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Villatorres","23903",46.86
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Santiago-Pontones","23904",36.74
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Arroyo del Ojanco","23905",36.42
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Alameda","29001",60.85
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Alcaucín","29002",76.9
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Alfarnate","29003",49.1
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Alfarnatejo","29004",40.62
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Algarrobo","29005",46.77
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Algatocín","29006",41.89
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Alhaurín de la Torre","29007",88.01
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Alhaurín el Grande","29008",64.77
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almáchar","29009",42.19
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almargen","29010",41.44
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Almogía","29011",49.47
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Álora","29012",49.45
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Alozaina","29013",53.42
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Alpandeire","29014",35.26
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Antequera","29015",59.36
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Árchez","29016",52.35
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Archidona","29017",52.54
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Ardales","29018",48.46
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Arenas","29019",58.49
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Arriate","29020",55.47
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Atajate","29021",62.95
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Benadalid","29022",36.05
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Benahavís","29023",97.44
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Benalauría","29024",38.7
2019,"Porcentaje de viviendas construidas después de 1980","Ciudades","Benalmádena","29025",72.58
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Benamargosa","29026",49.03
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Benamocarra","29027",51.07
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Benaoján","29028",40.99
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Benarrabá","29029",25.62
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Borge, El","29030",54.19
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Burgo, El","29031",54.57
2019,"Porcentaje de viviendas construidas después de 1980","Zona de densidad intermedia","Campillos","29032",57.66
2019,"Porcentaje de viviendas construidas después de 1980","Zona rural","Canillas de Aceituno","29033",47.27
